17:14:28.692751 config: drop-rate=0.20, max-delay=10ms, seed=1
17:24:22.935913 [queue=1] packet #1, 127.0.0.1:60167 -> 127.0.0.1:8080, sz=4 is delayed for 9ms
17:24:22.967434 [queue=0] packet #1, 127.0.0.1:60167 -> 127.0.0.1:8080, sz=4 is delivered
17:24:22.967942 [queue=1] packet #1, 127.0.0.1:8080 -> 127.0.0.1:60167, sz=2 is delayed for 4.1ms
17:24:22.983305 [queue=0] packet #1, 127.0.0.1:8080 -> 127.0.0.1:60167, sz=2 is delivered
17:24:23.264948 [queue=0] packet #2, 127.0.0.1:60168 -> 127.0.0.1:8080, sz=32 is dropped
17:24:26.282140 [queue=0] packet #2, 127.0.0.1:60168 -> 127.0.0.1:8080, sz=32 is dropped
17:24:29.283309 [queue=1] packet #2, 127.0.0.1:60168 -> 127.0.0.1:8080, sz=32 is delayed for 2.9ms
17:24:29.299508 [queue=0] packet #2, 127.0.0.1:60168 -> 127.0.0.1:8080, sz=32 is delivered
17:24:29.315121 [queue=0] packet #2, 127.0.0.1:8080 -> 127.0.0.1:60168, sz=0 is dropped
17:24:32.285373 [queue=1] packet #2, 127.0.0.1:60168 -> 127.0.0.1:8080, sz=32 is delayed for 3.1ms
17:24:32.301271 [queue=0] packet #2, 127.0.0.1:60168 -> 127.0.0.1:8080, sz=32 is delivered
17:24:32.301778 [queue=1] packet #2, 127.0.0.1:8080 -> 127.0.0.1:60168, sz=0 is delayed for 2.6ms
17:24:32.317143 [queue=0] packet #2, 127.0.0.1:8080 -> 127.0.0.1:60168, sz=0 is delivered
17:24:32.317647 [queue=0] packet #3, 127.0.0.1:60168 -> 127.0.0.1:8080, sz=8 is dropped
17:24:35.319980 [queue=1] packet #3, 127.0.0.1:60168 -> 127.0.0.1:8080, sz=8 is delayed for 9.4ms
17:24:35.336250 [queue=0] packet #3, 127.0.0.1:60168 -> 127.0.0.1:8080, sz=8 is delivered
17:24:35.336769 [queue=1] packet #3, 127.0.0.1:8080 -> 127.0.0.1:60168, sz=5 is delayed for 3.3ms
17:24:35.352124 [queue=0] packet #3, 127.0.0.1:8080 -> 127.0.0.1:60168, sz=5 is delivered
17:24:35.352124 [queue=1] packet #4, 127.0.0.1:60168 -> 127.0.0.1:8080, sz=2 is delayed for 7.8ms
17:24:35.367960 [queue=0] packet #4, 127.0.0.1:60168 -> 127.0.0.1:8080, sz=2 is delivered
17:28:03.000253 [queue=1] packet #1, 127.0.0.1:61113 -> 127.0.0.1:8080, sz=4 is delayed for 5.9ms
17:28:03.016567 [queue=0] packet #1, 127.0.0.1:61113 -> 127.0.0.1:8080, sz=4 is delivered
17:28:03.017155 [queue=1] packet #1, 127.0.0.1:8080 -> 127.0.0.1:61113, sz=2 is delayed for 5.7ms
17:28:03.032368 [queue=0] packet #1, 127.0.0.1:8080 -> 127.0.0.1:61113, sz=2 is delivered
17:28:03.032875 [queue=1] packet #2, 127.0.0.1:61114 -> 127.0.0.1:8080, sz=32 is delayed for 8.9ms
17:28:03.048120 [queue=0] packet #2, 127.0.0.1:61114 -> 127.0.0.1:8080, sz=32 is delivered
17:28:03.048637 [queue=0] packet #2, 127.0.0.1:8080 -> 127.0.0.1:61114, sz=0 is dropped
17:28:06.048929 [queue=1] packet #2, 127.0.0.1:61114 -> 127.0.0.1:8080, sz=32 is delayed for 500µs
17:28:06.064417 [queue=0] packet #2, 127.0.0.1:61114 -> 127.0.0.1:8080, sz=32 is delivered
17:28:06.064925 [queue=1] packet #2, 127.0.0.1:8080 -> 127.0.0.1:61114, sz=0 is delayed for 3.8ms
17:28:06.080517 [queue=0] packet #2, 127.0.0.1:8080 -> 127.0.0.1:61114, sz=0 is delivered
17:28:06.081084 [queue=1] packet #3, 127.0.0.1:61114 -> 127.0.0.1:8080, sz=8 is delayed for 5.5ms
17:28:06.096214 [queue=0] packet #3, 127.0.0.1:61114 -> 127.0.0.1:8080, sz=8 is delivered
17:28:06.096214 [queue=1] packet #3, 127.0.0.1:8080 -> 127.0.0.1:61114, sz=5 is delayed for 1ms
17:28:06.111930 [queue=0] packet #3, 127.0.0.1:8080 -> 127.0.0.1:61114, sz=5 is delivered
17:28:06.111930 [queue=1] packet #4, 127.0.0.1:61114 -> 127.0.0.1:8080, sz=2 is delayed for 5.6ms
17:28:06.127654 [queue=0] packet #4, 127.0.0.1:61114 -> 127.0.0.1:8080, sz=2 is delivered
17:32:19.469505 [queue=0] packet #1, 127.0.0.1:63927 -> 127.0.0.1:8080, sz=14 is dropped
17:32:22.782352 [queue=1] packet #1, 127.0.0.1:63927 -> 127.0.0.1:8080, sz=14 is delayed for 6.1ms
17:32:22.798306 [queue=0] packet #1, 127.0.0.1:63927 -> 127.0.0.1:8080, sz=14 is delivered
17:32:22.799385 [queue=1] packet #1, 127.0.0.1:8080 -> 127.0.0.1:63927, sz=14 is delayed for 8.3ms
17:32:22.830207 [queue=0] packet #1, 127.0.0.1:8080 -> 127.0.0.1:63927, sz=14 is delivered
17:32:22.830716 [queue=1] packet #2, 127.0.0.1:63928 -> 127.0.0.1:8080, sz=32 is delayed for 6.3ms
17:32:22.846326 [queue=0] packet #2, 127.0.0.1:63928 -> 127.0.0.1:8080, sz=32 is delivered
17:32:22.861982 [queue=1] packet #2, 127.0.0.1:8080 -> 127.0.0.1:63928, sz=430 is delayed for 200µs
17:32:22.877417 [queue=0] packet #2, 127.0.0.1:8080 -> 127.0.0.1:63928, sz=430 is delivered
17:32:22.877922 [queue=1] packet #3, 127.0.0.1:63928 -> 127.0.0.1:8080, sz=8 is delayed for 4.7ms
17:32:22.893459 [queue=0] packet #3, 127.0.0.1:63928 -> 127.0.0.1:8080, sz=8 is delivered
17:32:22.893459 [queue=1] packet #3, 127.0.0.1:8080 -> 127.0.0.1:63928, sz=5 is delayed for 7.7ms
17:32:22.909290 [queue=0] packet #3, 127.0.0.1:8080 -> 127.0.0.1:63928, sz=5 is delivered
17:32:22.909290 [queue=1] packet #4, 127.0.0.1:63928 -> 127.0.0.1:8080, sz=2 is delayed for 9.6ms
17:32:22.924999 [queue=0] packet #4, 127.0.0.1:63928 -> 127.0.0.1:8080, sz=2 is delivered
17:38:29.255991 [queue=1] packet #1, 127.0.0.1:59117 -> 127.0.0.1:8080, sz=4 is delayed for 2.3ms
17:38:29.271805 [queue=0] packet #1, 127.0.0.1:59117 -> 127.0.0.1:8080, sz=4 is delivered
17:38:29.272311 [queue=1] packet #1, 127.0.0.1:8080 -> 127.0.0.1:59117, sz=2 is delayed for 3.7ms
17:38:29.287615 [queue=0] packet #1, 127.0.0.1:8080 -> 127.0.0.1:59117, sz=2 is delivered
17:38:29.584832 [queue=1] packet #2, 127.0.0.1:59118 -> 127.0.0.1:8080, sz=32 is delayed for 4.1ms
17:38:29.600745 [queue=0] packet #2, 127.0.0.1:59118 -> 127.0.0.1:8080, sz=32 is delivered
17:38:29.601251 [queue=1] packet #2, 127.0.0.1:8080 -> 127.0.0.1:59118, sz=0 is delayed for 3.3ms
17:38:29.632397 [queue=0] packet #2, 127.0.0.1:8080 -> 127.0.0.1:59118, sz=0 is delivered
17:38:29.632907 [queue=1] packet #3, 127.0.0.1:59118 -> 127.0.0.1:8080, sz=8 is delayed for 9.1ms
17:38:29.648562 [queue=0] packet #3, 127.0.0.1:59118 -> 127.0.0.1:8080, sz=8 is delivered
17:38:29.649068 [queue=1] packet #3, 127.0.0.1:8080 -> 127.0.0.1:59118, sz=5 is delayed for 7.8ms
17:38:29.664458 [queue=0] packet #3, 127.0.0.1:8080 -> 127.0.0.1:59118, sz=5 is delivered
17:38:29.664968 [queue=1] packet #4, 127.0.0.1:59118 -> 127.0.0.1:8080, sz=2 is delayed for 4.6ms
17:38:29.680319 [queue=0] packet #4, 127.0.0.1:59118 -> 127.0.0.1:8080, sz=2 is delivered
17:39:10.118925 [queue=1] packet #1, 127.0.0.1:59119 -> 127.0.0.1:8080, sz=4 is delayed for 4ms
17:39:10.135200 [queue=0] packet #1, 127.0.0.1:59119 -> 127.0.0.1:8080, sz=4 is delivered
17:39:10.135705 [queue=1] packet #1, 127.0.0.1:8080 -> 127.0.0.1:59119, sz=2 is delayed for 5.2ms
17:39:10.151101 [queue=0] packet #1, 127.0.0.1:8080 -> 127.0.0.1:59119, sz=2 is delivered
17:39:10.151608 [queue=0] packet #2, 127.0.0.1:59120 -> 127.0.0.1:8080, sz=32 is dropped
17:39:13.165867 [queue=1] packet #2, 127.0.0.1:59120 -> 127.0.0.1:8080, sz=32 is delayed for 9.8ms
17:39:13.182103 [queue=0] packet #2, 127.0.0.1:59120 -> 127.0.0.1:8080, sz=32 is delivered
17:39:13.182610 [queue=1] packet #2, 127.0.0.1:8080 -> 127.0.0.1:59120, sz=0 is delayed for 5.1ms
17:39:13.198300 [queue=0] packet #2, 127.0.0.1:8080 -> 127.0.0.1:59120, sz=0 is delivered
17:39:13.198807 [queue=1] packet #3, 127.0.0.1:59120 -> 127.0.0.1:8080, sz=8 is delayed for 5.7ms
17:39:13.214218 [queue=0] packet #3, 127.0.0.1:59120 -> 127.0.0.1:8080, sz=8 is delivered
17:39:13.214739 [queue=1] packet #3, 127.0.0.1:8080 -> 127.0.0.1:59120, sz=5 is delayed for 1ms
17:39:13.230109 [queue=0] packet #3, 127.0.0.1:8080 -> 127.0.0.1:59120, sz=5 is delivered
17:39:13.230718 [queue=0] packet #4, 127.0.0.1:59120 -> 127.0.0.1:8080, sz=2 is dropped
17:41:37.069201 [queue=1] packet #1, 127.0.0.1:51383 -> 127.0.0.1:8080, sz=4 is delayed for 9ms
17:41:37.085448 [queue=0] packet #1, 127.0.0.1:51383 -> 127.0.0.1:8080, sz=4 is delivered
17:41:37.085953 [queue=1] packet #1, 127.0.0.1:8080 -> 127.0.0.1:51383, sz=2 is delayed for 9.8ms
17:41:37.101083 [queue=0] packet #1, 127.0.0.1:8080 -> 127.0.0.1:51383, sz=2 is delivered
17:41:37.398400 [queue=1] packet #2, 127.0.0.1:51384 -> 127.0.0.1:8080, sz=32 is delayed for 9.1ms
17:41:37.429975 [queue=0] packet #2, 127.0.0.1:51384 -> 127.0.0.1:8080, sz=32 is delivered
17:41:37.430481 [queue=0] packet #2, 127.0.0.1:8080 -> 127.0.0.1:51384, sz=0 is dropped
17:41:40.413127 [queue=0] packet #2, 127.0.0.1:51384 -> 127.0.0.1:8080, sz=32 is dropped
17:41:43.415501 [queue=1] packet #2, 127.0.0.1:51384 -> 127.0.0.1:8080, sz=32 is delayed for 6.7ms
17:41:43.431833 [queue=0] packet #2, 127.0.0.1:51384 -> 127.0.0.1:8080, sz=32 is delivered
17:41:43.432886 [queue=1] packet #2, 127.0.0.1:8080 -> 127.0.0.1:51384, sz=0 is delayed for 7.1ms
17:41:43.447782 [queue=0] packet #2, 127.0.0.1:8080 -> 127.0.0.1:51384, sz=0 is delivered
17:41:43.448290 [queue=1] packet #3, 127.0.0.1:51384 -> 127.0.0.1:8080, sz=8 is delayed for 2.6ms
17:41:43.463805 [queue=0] packet #3, 127.0.0.1:51384 -> 127.0.0.1:8080, sz=8 is delivered
17:41:43.464311 [queue=1] packet #3, 127.0.0.1:8080 -> 127.0.0.1:51384, sz=5 is delayed for 8.1ms
17:41:43.479947 [queue=0] packet #3, 127.0.0.1:8080 -> 127.0.0.1:51384, sz=5 is delivered
17:41:43.480453 [queue=1] packet #4, 127.0.0.1:51384 -> 127.0.0.1:8080, sz=2 is delayed for 6.6ms
17:41:43.495849 [queue=0] packet #4, 127.0.0.1:51384 -> 127.0.0.1:8080, sz=2 is delivered
17:49:32.262971 [queue=1] packet #1, 127.0.0.1:53130 -> 127.0.0.1:8080, sz=4 is delayed for 9.3ms
17:49:32.294982 [queue=0] packet #1, 127.0.0.1:53130 -> 127.0.0.1:8080, sz=4 is delivered
17:49:32.296062 [queue=0] packet #1, 127.0.0.1:8080 -> 127.0.0.1:53130, sz=2 is dropped
17:49:35.280125 [queue=1] packet #1, 127.0.0.1:53130 -> 127.0.0.1:8080, sz=4 is delayed for 8.1ms
17:49:35.296691 [queue=0] packet #1, 127.0.0.1:53130 -> 127.0.0.1:8080, sz=4 is delivered
17:49:35.296773 [queue=1] packet #1, 127.0.0.1:8080 -> 127.0.0.1:53130, sz=2 is delayed for 7.5ms
17:49:35.312257 [queue=0] packet #1, 127.0.0.1:8080 -> 127.0.0.1:53130, sz=2 is delivered
17:49:35.312766 [queue=1] packet #2, 127.0.0.1:50343 -> 127.0.0.1:8080, sz=32 is delayed for 1ms
17:49:35.328189 [queue=0] packet #2, 127.0.0.1:50343 -> 127.0.0.1:8080, sz=32 is delivered
17:49:35.328699 [queue=1] packet #2, 127.0.0.1:8080 -> 127.0.0.1:50343, sz=0 is delayed for 4.9ms
17:49:35.344524 [queue=0] packet #2, 127.0.0.1:8080 -> 127.0.0.1:50343, sz=0 is delivered
17:49:35.345120 [queue=1] packet #3, 127.0.0.1:50343 -> 127.0.0.1:8080, sz=8 is delayed for 1.8ms
17:49:35.360413 [queue=0] packet #3, 127.0.0.1:50343 -> 127.0.0.1:8080, sz=8 is delivered
17:49:35.360920 [queue=1] packet #3, 127.0.0.1:8080 -> 127.0.0.1:50343, sz=5 is delayed for 300µs
17:49:35.375554 [queue=0] packet #3, 127.0.0.1:8080 -> 127.0.0.1:50343, sz=5 is delivered
17:49:35.375554 [queue=1] packet #4, 127.0.0.1:50343 -> 127.0.0.1:8080, sz=2 is delayed for 4.7ms
17:49:35.391396 [queue=0] packet #4, 127.0.0.1:50343 -> 127.0.0.1:8080, sz=2 is delivered
17:52:28.965816 [queue=1] packet #1, 127.0.0.1:57361 -> 127.0.0.1:8080, sz=9 is delayed for 3.2ms
17:52:28.981595 [queue=0] packet #1, 127.0.0.1:57361 -> 127.0.0.1:8080, sz=9 is delivered
17:52:32.294399 [queue=0] packet #1, 127.0.0.1:57361 -> 127.0.0.1:8080, sz=9 is dropped
17:52:35.296113 [queue=1] packet #1, 127.0.0.1:57361 -> 127.0.0.1:8080, sz=9 is delayed for 4ms
17:52:35.311944 [queue=0] packet #1, 127.0.0.1:57361 -> 127.0.0.1:8080, sz=9 is delivered
17:52:38.298282 [queue=1] packet #1, 127.0.0.1:57361 -> 127.0.0.1:8080, sz=9 is delayed for 5.1ms
17:52:38.314748 [queue=0] packet #1, 127.0.0.1:57361 -> 127.0.0.1:8080, sz=9 is delivered
17:52:41.299989 [queue=1] packet #1, 127.0.0.1:57361 -> 127.0.0.1:8080, sz=9 is delayed for 4ms
17:52:41.316246 [queue=0] packet #1, 127.0.0.1:57361 -> 127.0.0.1:8080, sz=9 is delivered
17:52:44.302176 [queue=1] packet #1, 127.0.0.1:57361 -> 127.0.0.1:8080, sz=9 is delayed for 4.4ms
17:52:44.318542 [queue=0] packet #1, 127.0.0.1:57361 -> 127.0.0.1:8080, sz=9 is delivered
17:52:47.303527 [queue=1] packet #1, 127.0.0.1:57361 -> 127.0.0.1:8080, sz=9 is delayed for 500µs
17:52:47.318873 [queue=0] packet #1, 127.0.0.1:57361 -> 127.0.0.1:8080, sz=9 is delivered
17:52:50.319384 [queue=0] packet #1, 127.0.0.1:57361 -> 127.0.0.1:8080, sz=9 is dropped
17:52:53.335819 [queue=1] packet #1, 127.0.0.1:57361 -> 127.0.0.1:8080, sz=9 is delayed for 9ms
17:52:53.352014 [queue=0] packet #1, 127.0.0.1:57361 -> 127.0.0.1:8080, sz=9 is delivered
17:52:56.337865 [queue=0] packet #1, 127.0.0.1:57361 -> 127.0.0.1:8080, sz=9 is dropped
17:52:59.339530 [queue=0] packet #1, 127.0.0.1:57361 -> 127.0.0.1:8080, sz=9 is dropped
17:53:02.355768 [queue=1] packet #1, 127.0.0.1:57361 -> 127.0.0.1:8080, sz=9 is delayed for 3.1ms
17:53:02.371914 [queue=0] packet #1, 127.0.0.1:57361 -> 127.0.0.1:8080, sz=9 is delivered
17:53:05.372310 [queue=0] packet #1, 127.0.0.1:57361 -> 127.0.0.1:8080, sz=9 is dropped
17:53:28.155904 [queue=1] packet #1, 127.0.0.1:57364 -> 127.0.0.1:8080, sz=9 is delayed for 2.2ms
17:53:28.171807 [queue=0] packet #1, 127.0.0.1:57364 -> 127.0.0.1:8080, sz=9 is delivered
17:53:28.172314 [queue=0] packet #1, 127.0.0.1:8080 -> 127.0.0.1:57364, sz=9 is dropped
17:53:31.471008 [queue=0] packet #1, 127.0.0.1:57364 -> 127.0.0.1:8080, sz=9 is dropped
17:53:34.472280 [queue=1] packet #1, 127.0.0.1:57364 -> 127.0.0.1:8080, sz=9 is delayed for 4.3ms
17:53:34.488455 [queue=0] packet #1, 127.0.0.1:57364 -> 127.0.0.1:8080, sz=9 is delivered
17:53:34.488974 [queue=0] packet #1, 127.0.0.1:8080 -> 127.0.0.1:57364, sz=9 is dropped
17:53:37.474008 [queue=1] packet #1, 127.0.0.1:57364 -> 127.0.0.1:8080, sz=9 is delayed for 1ms
17:53:37.490490 [queue=0] packet #1, 127.0.0.1:57364 -> 127.0.0.1:8080, sz=9 is delivered
17:53:37.490490 [queue=1] packet #1, 127.0.0.1:8080 -> 127.0.0.1:57364, sz=9 is delayed for 4ms
17:53:37.506429 [queue=0] packet #1, 127.0.0.1:8080 -> 127.0.0.1:57364, sz=9 is delivered
17:53:37.506939 [queue=1] packet #2, 127.0.0.1:57365 -> 127.0.0.1:8080, sz=32 is delayed for 6.2ms
17:53:37.522322 [queue=0] packet #2, 127.0.0.1:57365 -> 127.0.0.1:8080, sz=32 is delivered
17:53:37.522836 [queue=1] packet #2, 127.0.0.1:8080 -> 127.0.0.1:57365, sz=0 is delayed for 1.5ms
17:53:37.554029 [queue=0] packet #2, 127.0.0.1:8080 -> 127.0.0.1:57365, sz=0 is delivered
17:53:37.554536 [queue=1] packet #3, 127.0.0.1:57365 -> 127.0.0.1:8080, sz=8 is delayed for 3.9ms
17:53:37.569827 [queue=0] packet #3, 127.0.0.1:57365 -> 127.0.0.1:8080, sz=8 is delivered
17:53:37.570355 [queue=0] packet #3, 127.0.0.1:8080 -> 127.0.0.1:57365, sz=5 is dropped
17:53:40.555889 [queue=0] packet #3, 127.0.0.1:57365 -> 127.0.0.1:8080, sz=8 is dropped
17:53:43.560506 [queue=0] packet #3, 127.0.0.1:57365 -> 127.0.0.1:8080, sz=8 is dropped
17:53:46.566924 [queue=1] packet #3, 127.0.0.1:57365 -> 127.0.0.1:8080, sz=8 is delayed for 2ms
17:53:46.583358 [queue=0] packet #3, 127.0.0.1:57365 -> 127.0.0.1:8080, sz=8 is delivered
17:53:46.583912 [queue=1] packet #3, 127.0.0.1:8080 -> 127.0.0.1:57365, sz=5 is delayed for 7ms
17:53:46.599270 [queue=0] packet #3, 127.0.0.1:8080 -> 127.0.0.1:57365, sz=5 is delivered
17:53:46.599270 [queue=1] packet #4, 127.0.0.1:57365 -> 127.0.0.1:8080, sz=2 is delayed for 4.7ms
17:53:46.615077 [queue=0] packet #4, 127.0.0.1:57365 -> 127.0.0.1:8080, sz=2 is delivered
17:57:24.224262 [queue=1] packet #1, 127.0.0.1:62363 -> 127.0.0.1:8080, sz=9 is delayed for 6.5ms
17:57:24.240202 [queue=0] packet #1, 127.0.0.1:62363 -> 127.0.0.1:8080, sz=9 is delivered
17:57:24.240708 [queue=1] packet #1, 127.0.0.1:8080 -> 127.0.0.1:62363, sz=9 is delayed for 2.9ms
17:57:24.256174 [queue=0] packet #1, 127.0.0.1:8080 -> 127.0.0.1:62363, sz=9 is delivered
17:57:24.569027 [queue=1] packet #2, 127.0.0.1:62364 -> 127.0.0.1:8080, sz=32 is delayed for 4.8ms
17:57:24.600772 [queue=0] packet #2, 127.0.0.1:62364 -> 127.0.0.1:8080, sz=32 is delivered
17:57:24.601278 [queue=1] packet #2, 127.0.0.1:8080 -> 127.0.0.1:62364, sz=0 is delayed for 9.5ms
17:57:24.632072 [queue=0] packet #2, 127.0.0.1:8080 -> 127.0.0.1:62364, sz=0 is delivered
17:57:24.632580 [queue=1] packet #3, 127.0.0.1:62364 -> 127.0.0.1:8080, sz=8 is delayed for 0s
17:57:24.632897 [queue=0] packet #3, 127.0.0.1:62364 -> 127.0.0.1:8080, sz=8 is delivered
17:57:24.633405 [queue=0] packet #3, 127.0.0.1:8080 -> 127.0.0.1:62364, sz=5 is dropped
17:57:27.648872 [queue=1] packet #3, 127.0.0.1:62364 -> 127.0.0.1:8080, sz=8 is delayed for 9.2ms
17:57:27.665377 [queue=0] packet #3, 127.0.0.1:62364 -> 127.0.0.1:8080, sz=8 is delivered
17:57:27.665377 [queue=0] packet #3, 127.0.0.1:8080 -> 127.0.0.1:62364, sz=5 is dropped
17:57:30.650254 [queue=1] packet #3, 127.0.0.1:62364 -> 127.0.0.1:8080, sz=8 is delayed for 8.6ms
17:57:30.666505 [queue=0] packet #3, 127.0.0.1:62364 -> 127.0.0.1:8080, sz=8 is delivered
17:57:30.667009 [queue=1] packet #3, 127.0.0.1:8080 -> 127.0.0.1:62364, sz=5 is delayed for 9.9ms
17:57:30.682414 [queue=0] packet #3, 127.0.0.1:8080 -> 127.0.0.1:62364, sz=5 is delivered
17:57:30.682934 [queue=1] packet #4, 127.0.0.1:62364 -> 127.0.0.1:8080, sz=2 is delayed for 4.7ms
17:57:30.698018 [queue=0] packet #4, 127.0.0.1:62364 -> 127.0.0.1:8080, sz=2 is delivered
18:04:07.416477 [queue=1] packet #1, 127.0.0.1:57895 -> 127.0.0.1:8080, sz=14 is delayed for 8.8ms
18:04:07.447638 [queue=0] packet #1, 127.0.0.1:57895 -> 127.0.0.1:8080, sz=14 is delivered
18:04:07.448144 [queue=1] packet #1, 127.0.0.1:8080 -> 127.0.0.1:57895, sz=14 is delayed for 300µs
18:04:07.463323 [queue=0] packet #1, 127.0.0.1:8080 -> 127.0.0.1:57895, sz=14 is delivered
18:04:07.744461 [queue=1] packet #2, 127.0.0.1:57896 -> 127.0.0.1:8080, sz=32 is delayed for 1.8ms
18:04:07.760827 [queue=0] packet #2, 127.0.0.1:57896 -> 127.0.0.1:8080, sz=32 is delivered
18:04:07.761349 [queue=0] packet #2, 127.0.0.1:8080 -> 127.0.0.1:57896, sz=0 is dropped
18:04:10.762147 [queue=1] packet #2, 127.0.0.1:57896 -> 127.0.0.1:8080, sz=32 is delayed for 700µs
18:04:10.778539 [queue=0] packet #2, 127.0.0.1:57896 -> 127.0.0.1:8080, sz=32 is delivered
18:04:10.779046 [queue=1] packet #2, 127.0.0.1:8080 -> 127.0.0.1:57896, sz=0 is delayed for 5.2ms
18:04:10.794702 [queue=0] packet #2, 127.0.0.1:8080 -> 127.0.0.1:57896, sz=0 is delivered
18:04:10.795211 [queue=1] packet #3, 127.0.0.1:57896 -> 127.0.0.1:8080, sz=8 is delayed for 8.1ms
18:04:10.810545 [queue=0] packet #3, 127.0.0.1:57896 -> 127.0.0.1:8080, sz=8 is delivered
18:04:10.811054 [queue=1] packet #3, 127.0.0.1:8080 -> 127.0.0.1:57896, sz=5 is delayed for 9.5ms
18:04:10.826786 [queue=0] packet #3, 127.0.0.1:8080 -> 127.0.0.1:57896, sz=5 is delivered
18:04:10.826786 [queue=1] packet #4, 127.0.0.1:57896 -> 127.0.0.1:8080, sz=2 is delayed for 9.3ms
18:04:10.842639 [queue=0] packet #4, 127.0.0.1:57896 -> 127.0.0.1:8080, sz=2 is delivered
18:05:50.747278 [queue=1] packet #1, 127.0.0.1:56729 -> 127.0.0.1:8080, sz=14 is delayed for 9.6ms
18:05:50.762994 [queue=0] packet #1, 127.0.0.1:56729 -> 127.0.0.1:8080, sz=14 is delivered
18:05:50.764033 [queue=1] packet #1, 127.0.0.1:8080 -> 127.0.0.1:56729, sz=14 is delayed for 3.2ms
18:05:50.778717 [queue=0] packet #1, 127.0.0.1:8080 -> 127.0.0.1:56729, sz=14 is delivered
18:05:51.060317 [queue=0] packet #2, 127.0.0.1:56730 -> 127.0.0.1:8080, sz=32 is dropped
18:05:54.076489 [queue=1] packet #2, 127.0.0.1:56730 -> 127.0.0.1:8080, sz=32 is delayed for 2.2ms
18:05:54.092357 [queue=0] packet #2, 127.0.0.1:56730 -> 127.0.0.1:8080, sz=32 is delivered
18:05:54.108432 [queue=1] packet #2, 127.0.0.1:8080 -> 127.0.0.1:56730, sz=430 is delayed for 6.1ms
18:05:54.140072 [queue=0] packet #2, 127.0.0.1:8080 -> 127.0.0.1:56730, sz=430 is delivered
18:05:54.140624 [queue=1] packet #3, 127.0.0.1:56730 -> 127.0.0.1:8080, sz=8 is delayed for 2ms
